txn_id,txn_date,client_id,card_id,txn_amount,use_chip,merchant_id,txn_city,txn_state,zip,mcc,errors,amount_raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14821136,12-08-2014 14:53,114,5283,-57,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$-57.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9517618,10-05-2011 14:47,114,3398,69,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8762674,13-11-2010 14:38,114,3070,50,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$49.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7576293,26-01-2010 18:42,114,3398,2,Swipe Transaction,41137,North Hollywood,CA,91606,5411,,$1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17433672,25-02-2016 15:27,114,3070,-95,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$-95.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15184001,30-10-2014 18:31,114,3070,2,Swipe Transaction,20561,North Hollywood,CA,91606,5912,,$2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18851663,25-12-2016 14:34,114,3398,79,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$79.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23204858,06-07-2019 00:55,114,5283,44,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$43.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9984055,26-08-2011 16:16,114,3070,14,Swipe Transaction,83480,North Hollywood,CA,91606,9402,,$13.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23442148,25-08-2019 00:33,114,5283,-81,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$-81.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8256846,14-07-2010 16:34,114,3398,3,Swipe Transaction,48919,Rancho Cucamonga,CA,91701,5311,,$2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8153494,19-06-2010 14:28,114,3070,33,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$32.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21399343,18-06-2018 14:57,114,3398,56,Swipe Transaction,43293,Mount Airy,NC,27030,5499,,$55.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17722166,28-04-2016 15:04,114,5283,21,Chip Transaction,34784,North Hollywood,CA,91606,7210,,$20.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8914170,19-12-2010 15:47,114,3070,54,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$54.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21560763,22-07-2018 14:49,114,5283,55,Chip Transaction,61195,Riverdale,IL,60827,5541,Insufficient Balance,$55.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22552703,17-02-2019 18:40,114,5283,2,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9055608,22-01-2011 00:32,114,3070,-94,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$-94.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22999304,23-05-2019 15:09,114,5283,-85,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$-85.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11863163,28-10-2012 15:34,114,3398,73,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$73.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8418351,22-08-2010 15:58,114,3398,-58,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$-58.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22029141,30-10-2018 00:53,114,3398,100,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13575241,12-11-2013 18:42,114,3070,2,Swipe Transaction,13082,North Hollywood,CA,91606,5921,,$2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422184,23-08-2010 14:40,114,3398,100,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21417596,22-06-2018 13:16,114,3070,35,Chip Transaction,53993,North Hollywood,CA,91606,5310,,$34.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12382762,22-02-2013 16:40,114,3398,20,Online Transaction,15143,ONLINE,,,4784,,$20.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20934840,12-03-2018 00:40,114,3070,-75,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$-75.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21032443,01-04-2018 16:28,114,3398,13,Chip Transaction,83271,Chino Hills,CA,91709,4214,,$12.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19492914,10-05-2017 18:40,114,3070,2,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21259719,20-05-2018 00:36,114,5283,79,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$79.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11125439,15-05-2012 08:06,114,3070,2,Swipe Transaction,55060,North Hollywood,CA,91606,5812,,$2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9784641,11-07-2011 17:51,114,3070,15,Swipe Transaction,55060,North Hollywood,CA,91606,5812,,$15.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19952290,15-08-2017 17:42,114,3070,26,Chip Transaction,38141,Los Angeles,CA,90064,5921,,$25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
